City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
488,Cochrane,CA,51.1834,-114.4687,31.6,68,100,4.52,overcast clouds
489,Urucui,BR,-7.2294,-44.5561,89.76,49,75,5.35,broken clouds
490,Pangnirtung,CA,66.1451,-65.7125,-0.8,79,17,6.04,few clouds
491,Yar-Sale,RU,66.8333,70.8333,3.24,86,30,9.66,scattered clouds
492,Ouesso,CG,1.6136,16.0517,75.97,86,99,3.22,overcast clouds
493,Baraboo,US,43.4711,-89.7443,35.8,89,90,4.0,light snow
494,Kosh-Agach,RU,50.0,88.6667,19.27,75,100,2.95,overcast clouds
495,Coroico,BO,-16.1889,-67.7271,80.01,53,99,5.91,overcast clouds
496,Worland,US,44.0169,-107.9554,44.08,64,1,5.75,clear sky
497,Urucara,BR,-2.5364,-57.76,90.25,58,95,0.94,overcast clouds
498,Kota Bahru,MY,6.1333,102.2386,76.69,91,99,3.58,overcast clouds
499,Hamilton,US,39.1834,-84.5333,37.72,92,90,1.99,snow
500,Nishihara,JP,26.1842,127.7558,67.28,68,20,9.22,few clouds
501,Ibipeba,BR,-11.6408,-42.0111,76.17,67,100,10.4,overcast clouds
502,Lompoc,US,34.6391,-120.4579,77.13,44,1,8.05,clear sky
503,Allapalli,IN,19.4167,80.0667,73.8,95,34,1.59,scattered clouds
504,Altos Del Rosario,CO,8.7944,-74.1658,87.76,63,54,2.04,broken clouds
505,Caborca,MX,30.5838,-111.101,74.62,17,0,4.18,clear sky
506,Keelung,TW,25.1283,121.7419,69.06,73,85,11.03,overcast clouds
507,Champerico,GT,14.3,-91.9167,89.35,66,4,2.46,clear sky
508,Santa Leopoldina,BR,-20.1006,-40.5297,74.82,76,98,5.39,overcast clouds
509,San Cristobal,VE,7.7669,-72.225,75.38,49,82,3.71,broken clouds
510,Bandarbeyla,SO,9.4942,50.8122,79.23,68,70,13.94,broken clouds
511,Sangmelima,CM,2.9333,11.9833,74.28,92,78,2.77,light rain
512,Gayny,RU,60.3071,54.3241,14.9,96,65,4.5,broken clouds
513,Gagra,GE,43.3283,40.2239,49.12,64,100,3.85,overcast clouds
514,Ban Dung,TH,17.699,103.2596,74.21,99,96,5.88,overcast clouds
515,Mariental,NA,-24.6333,17.9667,98.17,9,2,9.22,clear sky
516,Berekum,GH,7.4534,-2.584,88.11,55,16,3.76,few clouds
517,Bonthe,SL,7.5264,-12.505,82.65,70,99,4.81,overcast clouds
518,Sao Joaquim,BR,-28.2939,-49.9317,72.1,32,19,3.33,few clouds
519,Pitimbu,BR,-7.4706,-34.8086,84.87,62,6,12.21,clear sky
520,San Andres,CO,12.5847,-81.7006,86.02,70,75,12.66,broken clouds
521,Tynda,RU,55.1667,124.7167,1.18,97,12,2.59,few clouds
522,Taksimo,RU,56.3444,114.8794,7.95,86,89,2.3,overcast clouds
523,Salinopolis,BR,-0.6136,-47.3561,85.5,63,29,8.61,scattered clouds
524,Yabassi,CM,4.457,9.9682,80.42,88,91,5.1,moderate rain
525,Port Hardy,CA,50.6996,-127.4199,46.27,87,100,2.42,light rain
526,Farafangana,MG,-22.8167,47.8333,75.99,89,99,4.36,moderate rain
527,Mtwara,TZ,-10.2667,40.1833,79.59,72,79,10.69,broken clouds
528,Ormiston,GB,55.913,-2.9399,52.21,83,100,1.01,overcast clouds
529,Westport,US,41.1415,-73.3579,49.75,66,1,1.01,clear sky
530,Kormilovka,RU,55.0026,74.1028,26.35,97,99,5.5,overcast clouds
531,Lanzhou,CN,36.0564,103.7922,38.59,36,19,2.95,few clouds
532,Bogorodskoye,RU,56.55,37.8833,33.01,98,100,9.75,light snow
533,Kara-Tyube,RU,44.6336,45.4369,41.86,65,9,8.99,clear sky
534,Birao,CF,10.2849,22.7882,88.09,21,25,6.31,scattered clouds
535,Mwingi,KE,-0.9344,38.0601,69.69,77,98,3.27,overcast clouds
536,Hambantota,LK,6.1241,81.1185,79.14,89,75,4.61,broken clouds
537,Wilmington,US,34.2257,-77.9447,58.98,61,0,1.01,clear sky
538,Vagur,FO,61.4732,-6.8119,49.23,85,100,27.36,overcast clouds
539,Asosa,ET,10.0667,34.5333,67.68,60,14,4.74,few clouds
540,Dawson Creek,CA,55.7666,-120.2362,21.16,80,100,4.29,overcast clouds
541,Geraldton,AU,-28.7667,114.6,57.61,88,5,4.61,clear sky
542,Bluefield,US,37.2698,-81.2223,39.24,66,75,12.66,broken clouds
543,Lavumisa,SZ,-27.31,31.892,72.43,68,97,9.01,overcast clouds
544,Chicama,PE,-7.8447,-79.1469,64.94,59,11,9.53,few clouds
545,Nantucket,US,41.2835,-70.0995,51.1,65,28,18.63,scattered clouds
546,Tikrit,IQ,34.6071,43.6782,67.5,29,100,7.25,overcast clouds
547,Xining,CN,36.6167,101.7667,28.67,52,97,1.97,overcast clouds
548,Pedernales,DO,18.0384,-71.744,83.19,66,52,6.55,broken clouds
549,Tromso,NO,69.6496,18.957,30.38,93,75,4.61,broken clouds
550,Gondanglegi,ID,-7.7479,112.0132,75.38,93,99,8.93,light rain
551,Mucurici,BR,-18.0933,-40.5158,72.86,69,97,11.5,overcast clouds
552,Kalmunai,LK,7.4167,81.8167,80.69,77,84,3.91,broken clouds
553,Emba,KZ,48.8264,58.1442,29.62,90,99,13.62,overcast clouds
554,Ludvika,SE,60.1496,15.1878,33.33,82,45,1.1,scattered clouds
555,Masaka,UG,-0.3338,31.7341,67.08,76,82,4.32,broken clouds
556,Acarau,BR,-2.8856,-40.12,86.77,60,52,16.82,broken clouds
557,Muisne,EC,0.6,-80.0333,82.51,77,98,8.16,overcast clouds
558,Tara,RU,56.8944,74.371,21.88,99,100,3.11,overcast clouds
559,Flinders,AU,-34.5833,150.8552,57.25,65,2,1.01,clear sky
560,Prince Rupert,CA,54.3161,-130.3201,39.29,93,90,8.05,light rain
561,Arman,RU,59.7,150.1667,29.48,98,100,3.13,snow
562,Dolinsk,RU,47.35,142.8,35.76,89,100,4.83,overcast clouds
563,Ransang,PH,8.9603,117.5828,78.98,83,100,3.4,overcast clouds
564,Vila Velha,BR,-20.3297,-40.2925,75.15,66,75,4.0,broken clouds
565,Bambanglipuro,ID,-7.95,110.2833,62.6,93,100,1.23,moderate rain
566,Ayan,RU,56.45,138.1667,13.89,66,100,19.13,overcast clouds
567,Constantine,DZ,36.365,6.6147,53.51,88,100,0.96,overcast clouds
568,Linxia,CN,35.6003,103.2064,33.28,45,1,0.98,clear sky
569,Una,IN,20.8167,71.0333,77.41,37,68,4.9,broken clouds
570,Roebourne,AU,-20.7833,117.1333,78.15,35,4,9.08,clear sky
571,Tamale,GH,9.4008,-0.8393,97.48,27,100,0.65,overcast clouds
572,Aden,YE,12.7794,45.0367,81.55,66,2,15.59,clear sky
573,Buraydah,SA,26.326,43.975,70.57,26,71,12.37,broken clouds
574,Guajara,BR,-2.9667,-57.6667,87.51,68,54,1.03,broken clouds
575,Yaan,NG,7.3833,8.5667,91.45,43,86,5.53,overcast clouds
576,Jiayuguan,CN,39.8167,98.3,33.12,29,1,2.17,clear sky
577,Tessalit,ML,20.1986,1.0114,84.4,11,100,11.77,overcast clouds
578,Livny,RU,52.4253,37.6069,33.51,87,100,4.45,snow
579,Soligalich,RU,59.0778,42.2864,29.46,95,100,8.01,light snow
580,Makakilo City,US,21.3469,-158.0858,73.29,77,1,3.44,clear sky
581,Abeche,TD,13.8292,20.8324,90.34,15,3,5.17,clear sky
582,Rodrigues Alves,BR,-7.738,-72.6509,93.56,42,18,4.68,few clouds
583,Bungahan,PH,13.9429,120.6618,81.34,89,73,9.62,broken clouds
584,Dubreka,GN,9.7911,-13.5233,86.36,53,64,7.29,broken clouds
585,Hirara,JP,24.8,125.2833,72.07,68,91,19.6,overcast clouds
586,Yerbogachen,RU,61.2767,108.0108,-1.48,100,97,3.89,overcast clouds
587,Ratnagiri,IN,16.9833,73.3,81.23,80,100,6.98,overcast clouds
588,Talaya,RU,61.3833,152.75,13.55,96,100,3.69,light snow
589,Bilma,NE,18.6853,12.9164,88.86,11,76,6.33,broken clouds
590,Yanaul,RU,56.2719,54.9309,13.44,91,18,4.81,few clouds
591,Ambulu,ID,-8.345,113.6058,76.05,93,100,1.34,overcast clouds
592,Muroto,JP,33.2833,134.15,60.08,66,0,5.61,clear sky
593,Kiama,AU,-34.6833,150.8667,57.45,59,2,12.93,clear sky
594,Laje,BR,-10.1833,-40.9667,86.45,42,78,10.98,broken clouds
595,Orange Cove,US,36.6244,-119.3137,57.49,50,23,0.49,few clouds
596,Rognan,NO,67.0953,15.3878,36.88,82,100,9.19,overcast clouds
597,Taoudenni,ML,22.6783,-3.9836,89.74,15,19,6.71,few clouds
598,Takoradi,GH,4.8845,-1.7554,83.39,73,3,11.21,clear sky
599,Chapais,CA,49.7834,-74.8492,31.78,71,100,8.88,overcast clouds
600,Sangar,RU,63.9242,127.4739,-28.77,100,92,0.63,overcast clouds
601,Panaba,MX,21.2833,-88.2667,80.02,55,99,11.77,overcast clouds
602,Hecun,CN,36.5333,114.1111,51.1,39,85,2.91,overcast clouds
603,Aktash,RU,50.3,87.7333,13.08,86,100,5.61,overcast clouds
604,Mao,ES,39.8885,4.2658,55.96,94,40,3.44,scattered clouds
605,Lekoni,GA,-1.5843,14.2591,80.4,67,74,1.83,broken clouds
606,Teya,RU,60.3778,92.6267,23.59,94,100,5.03,overcast clouds
607,Putyatino,RU,54.16,41.1169,34.09,98,100,6.4,light rain
608,Taborfalva,HU,47.0994,19.4784,47.61,57,97,5.93,overcast clouds
609,Bom Jardim,BR,-7.7958,-35.5872,94.89,28,2,15.32,clear sky
610,Swidwin,PL,53.7746,15.7767,43.97,89,1,7.76,clear sky
611,Santa Marta,CO,11.2408,-74.199,88.34,66,77,9.13,broken clouds
612,Chute-Aux-Outardes,CA,49.1168,-68.399,39.51,100,90,5.75,overcast clouds
613,Marsa Matruh,EG,31.3525,27.2453,70.02,69,96,13.62,overcast clouds
614,Saint Andrews,US,34.0454,-81.1293,55.74,50,0,5.14,clear sky
615,Dali,CN,25.7,100.1833,52.38,91,44,4.29,scattered clouds
616,Sept-Iles,CA,50.2001,-66.3821,36.12,91,90,1.01,overcast clouds
617,Puerto Leguizamo,CO,-0.1934,-74.7819,85.28,66,66,4.45,broken clouds
618,Malanje,AO,-9.5402,16.341,72.99,84,68,3.36,light rain
619,Wenchi,GH,7.7392,-2.1046,89.2,52,27,2.75,scattered clouds
620,Xifeng,CN,42.7372,124.7222,29.37,91,7,2.66,clear sky
621,Honiara,SB,-9.4333,159.95,77.76,87,57,4.36,broken clouds
622,Berdigestyakh,RU,62.0989,126.6992,-18.99,100,45,2.68,scattered clouds
623,Lavrentiya,RU,65.5833,-171.0,15.24,96,99,4.65,overcast clouds
624,Bereda,ES,43.2686,-7.5406,59.0,83,5,5.57,clear sky
625,Tonj,SS,7.2737,28.6822,84.47,49,87,4.7,overcast clouds
626,Plouzane,FR,48.3833,-4.6167,55.58,76,90,6.91,overcast clouds
627,Mkushi,ZM,-13.6202,29.3939,73.78,58,92,1.83,overcast clouds
628,Herat,AF,34.5,62.0,44.91,58,0,12.1,clear sky
629,Matara,LK,5.9485,80.5353,79.57,85,91,11.16,overcast clouds
630,Dryden,CA,49.7833,-92.7503,23.45,88,93,6.62,overcast clouds
631,Sholapur,IN,17.6833,75.9167,79.2,70,98,9.73,overcast clouds
632,San Isidro,PE,-12.1167,-77.05,69.01,72,90,3.0,overcast clouds
633,Kinangan,PH,6.3014,125.585,77.7,84,100,1.28,overcast clouds
634,Ossora,RU,59.2353,163.0719,32.31,97,100,15.03,snow
635,Mitchell,US,43.7094,-98.0298,37.11,77,90,3.44,overcast clouds
636,Fort-Shevchenko,KZ,44.5086,50.263,41.41,73,14,2.86,few clouds
637,Ostrovnoy,RU,68.0531,39.5131,29.23,59,100,23.44,light snow
638,Khandyga,RU,62.6667,135.6,-8.39,96,100,2.24,overcast clouds
639,Laiya,PH,13.675,121.3903,80.1,86,90,9.1,overcast clouds
640,Shibetsu,JP,43.659,145.132,50.02,93,76,11.48,broken clouds
641,Machinga,MW,-15.1685,35.3,85.32,35,58,5.14,broken clouds
642,Ushirombo,TZ,-3.4919,31.9639,80.31,41,98,6.73,overcast clouds
643,Dunedin,NZ,-45.8742,170.5036,54.81,66,100,3.0,overcast clouds
644,Polson,US,47.6936,-114.1632,47.41,58,100,8.99,overcast clouds
645,Charleston,US,32.7766,-79.9309,61.09,68,1,1.01,clear sky
646,Tonk,IN,26.1667,75.7833,71.11,28,0,5.14,clear sky
647,Semey,KZ,50.4111,80.2275,37.02,62,100,18.16,overcast clouds
648,Bull Savanna,JM,17.8868,-77.5902,81.61,61,100,3.02,overcast clouds
649,Nsanje,MW,-16.92,35.262,84.79,57,93,1.77,overcast clouds
650,Dhidhdhoo,MV,6.8833,73.1,81.45,80,100,21.14,overcast clouds
651,Middle Island,US,40.8843,-72.9373,49.84,66,75,1.99,broken clouds
652,Zima,RU,53.9202,102.0442,21.81,94,78,5.08,broken clouds
653,Alvaraes,BR,-3.2208,-64.8042,87.67,55,80,1.68,broken clouds
654,Nouakchott,MR,18.0858,-15.9785,91.33,51,55,12.62,broken clouds
655,Ternate,ID,0.8,127.4,80.73,78,100,4.5,overcast clouds
656,Tamandare,BR,-8.7597,-35.1047,85.89,61,5,11.48,clear sky
657,Matagami,CA,49.7502,-77.6328,30.31,100,90,10.36,light snow
658,Maceio,BR,-9.6658,-35.7353,90.84,55,75,9.22,broken clouds
659,Kismayo,SO,-0.3582,42.5454,79.77,82,100,13.49,overcast clouds
660,Alekseyevskoye,RU,55.3071,50.1135,16.48,86,100,1.79,overcast clouds
661,Abu Dhabi,AE,24.4667,54.3667,80.47,53,0,9.33,clear sky
662,Mareeba,AU,-17.0,145.4333,74.48,88,100,2.48,overcast clouds
663,Yinchuan,CN,38.4681,106.2731,39.69,31,34,3.94,scattered clouds
664,Russell,US,32.3502,-85.1999,52.88,47,1,10.36,clear sky
665,Fort Nelson,CA,58.8053,-122.7002,-0.81,92,75,3.44,mist
666,Ulladulla,AU,-35.35,150.4667,57.09,56,4,12.5,clear sky
667,Tongchuan,CN,35.0806,109.0897,44.56,53,41,4.18,scattered clouds
668,Lubango,AO,-14.9172,13.4925,69.04,69,100,4.43,light rain
669,Waiuku,NZ,-37.25,174.75,65.25,93,34,12.8,scattered clouds
670,Point Pedro,LK,9.8167,80.2333,81.01,84,92,19.55,overcast clouds
671,Pilar,BR,-9.5972,-35.9567,89.53,45,13,13.85,few clouds
672,Matay,EG,28.419,30.7792,75.74,42,65,7.61,broken clouds
673,Ibaiti,BR,-23.8486,-50.1878,79.03,37,3,3.22,clear sky
674,Aksha,RU,50.2814,113.2867,26.15,69,94,4.27,overcast clouds
675,Patos De Minas,BR,-18.5789,-46.5181,72.18,68,100,5.3,overcast clouds
676,Hong Gai,VN,20.956,107.0946,66.18,72,84,4.34,broken clouds
677,Seguin,US,29.5688,-97.9647,71.33,64,1,5.99,clear sky
678,Riyadh,SA,24.6877,46.7219,75.34,27,30,4.27,scattered clouds
679,Skjervoy,NO,70.0311,20.9714,33.57,69,77,14.58,broken clouds
680,Samarai,PG,-10.6167,150.6667,81.81,82,61,9.33,broken clouds
681,Podporozhye,RU,60.9112,34.1706,29.91,87,15,7.81,few clouds
682,Ca Mau,VN,9.1769,105.15,75.15,94,100,4.81,overcast clouds
683,Rennes,FR,48.1667,-1.6667,55.18,76,75,10.36,broken clouds
684,Jieshi,CN,22.8134,115.8257,67.19,64,89,14.61,overcast clouds
685,Horodok,UA,49.1637,26.5839,45.52,83,91,2.8,overcast clouds
686,Awjilah,LY,29.1081,21.2869,73.17,33,10,7.81,clear sky
687,Fillmore,US,43.6666,-92.1002,32.65,80,90,16.11,overcast clouds
688,Teguldet,RU,57.3064,88.1667,28.51,97,100,5.86,light snow
689,Rio Grande,BR,-32.035,-52.0986,76.24,62,100,11.45,light rain
690,Znamenskoye,RU,57.1281,73.8282,24.31,97,100,5.41,overcast clouds
691,Trairi,BR,-3.2778,-39.2689,87.84,58,31,13.78,scattered clouds
692,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,81,75,6.91,volcanic ash
693,Acapulco,MX,16.8634,-99.8901,80.42,54,1,6.91,clear sky
694,Tigil,RU,57.8,158.6667,31.64,97,100,16.62,snow
695,Bria,CF,6.5423,21.9863,75.88,78,73,3.6,light rain
696,Yenagoa,NG,4.9247,6.2642,80.64,83,92,5.7,moderate rain
697,Bagdarin,RU,54.4333,113.6,9.95,91,78,3.76,broken clouds
698,Casma,CL,-41.0082,-73.1244,56.48,96,100,7.36,overcast clouds
699,Dixon,US,38.4455,-121.8233,57.56,99,90,0.0,fog
700,Igrim,RU,63.1906,64.4162,8.58,97,58,3.04,broken clouds
701,Sinazongwe,ZM,-17.2614,27.4618,90.5,41,5,7.45,clear sky
702,Valdivia,CL,-39.8142,-73.2459,50.43,99,100,3.15,overcast clouds
703,Okhotsk,RU,59.3833,143.3,23.67,94,100,4.85,overcast clouds
704,Olinda,BR,-8.0089,-34.8553,85.73,62,40,10.36,scattered clouds
